interview__key,ctry,region,dist,ward,village,ea,hhid,res_ident,attempt_1,reason_not_interviewed,reason_not_interviewed_other,replacement,is_replacement,interviewed_consent,res_head,res_rel,interview_possible
"79-25-63-35","Tanzania","Iringa","Iringa","Maboga","kidilo","Zagaza'A' &'B'","20004142","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"80-29-04-22","Tanzania","Iringa","Iringa","Mseke","SADANI","Sadani 'A'","20002843","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"15-34-92-71","Tanzania","Iringa","Iringa","Izazi","Izazi","Sokoni","20001448","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"28-29-76-59","Tanzania","Iringa","Iringa","Maboga","kidilo","Zagaza'A' &'B'","20004145","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"26-01-09-21","Tanzania","Iringa","Iringa","Maguliwa","msuluti","Kihesa Kilolo & Milanzi","20002145","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"29-37-06-51","Tanzania","Iringa","Iringa","Maboga","kidilo","Zagaza'A' &'B'","20004146","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"81-06-47-80","Tanzania","Iringa","Iringa","Mseke","sadani","Sadani 'A'","20002842","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"65-79-07-96","Tanzania","Iringa","Iringa","Maguliwa","Msuluti","Kihesa Kilolo & Milanzi","20002141","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"10-31-70-66","Tanzania","Iringa","Iringa","Luhota","Igula","Igula 'A' & Sekuse","20001647","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"32-61-55-41","Tanzania","Iringa","Iringa","Maguliwa","Msuluti","Kihesa Kilolo & Milanzi","20002149","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"33-65-05-28","Tanzania","Iringa","Iringa","Maboga","kidilo","Zagaza'A' &'B'","20004141","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"37-31-29-27","Tanzania","Iringa","Iringa","Luhota","Igula","Igula 'A' & Sekuse","20001646","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"13-98-20-22","Tanzania","Iringa","Iringa","Maboga","kidilo","Zagaza'A' &'B'","20004147","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"04-80-94-39","Tanzania","Iringa","Iringa","Maboga","kidilo","Zagaza'A' &'B'","20004151","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"28-75-01-80","Tanzania","Iringa","Iringa","Luhota","igula","Igula 'A' & Sekuse","20001652","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"30-19-51-31","Tanzania","Iringa","Iringa","Maguliwa","msuluti","Kihesa Kilolo & Milanzi","20002148","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"29-29-81-12","Tanzania","Iringa","Iringa","Maboga","KIDILO","Zagaza'A' &'B'","20004144","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"83-66-69-06","Tanzania","Iringa","Iringa","Maguliwa","Msuluti","Kihesa Kilolo & Milanzi","20002151","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"26-43-59-91","Tanzania","Iringa","Iringa","Luhota","TAGAMENDA","Kifufu","20001742","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"97-96-91-38","Tanzania","Iringa","Iringa","Luhota","TAGAMENDA","Kifufu","20001741","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"27-34-90-31","Tanzania","Iringa","Iringa","Luhota","tagamenda","Kifufu","20001755","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"23-72-17-40","Tanzania","Iringa","Iringa","Luhota","tagamenda","Kifufu","20001752","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"39-58-22-39","Tanzania","Iringa","Iringa","Luhota","tagamenda","Kifufu","20001748","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"97-79-33-71","Tanzania","Iringa","Iringa","Luhota","TAGAMENDA","Kifufu","20001747","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"69-57-31-01","Tanzania","Iringa","Iringa","Maguliwa","ndiwili","Malawi & Migoli 'B'","20002348","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"60-54-64-58","Tanzania","Iringa","Iringa","Luhota","taganda","Kifufu","20001743","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"89-99-48-67","Tanzania","Iringa","Iringa","Maguliwa","Magoli B","Malawi & Migoli 'B'","20002350","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"44-61-50-65","Tanzania","Iringa","Iringa","Maguliwa","Migoli B","Malawi & Migoli 'B'","20002346","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"12-80-78-48","Tanzania","Iringa","Iringa","Maguliwa","Magoli B","Malawi & Migoli 'B'","20002353","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"28-02-97-48","Tanzania","Iringa","Iringa","Mseke","sadani","Sadani 'A'","20002854","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"70-19-76-68","Tanzania","Iringa","Iringa","Maguliwa","Mlanda","Ukang'a & Mlanda 'B'","20002248","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"46-78-87-50","Tanzania","Iringa","Iringa","Mseke","ugwachanya","Lukolela","20002942","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"18-43-40-98","Tanzania","Iringa","Iringa","Maguliwa","ndiwili","Malawi & Migoli 'B'","20002347","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"50-39-55-52","Tanzania","Iringa","Iringa","Izazi","izazi","Sokoni","20001442","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"82-64-50-66","Tanzania","Iringa","Iringa","Mseke","saadan A","Sadani 'A'","20002855","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"46-02-32-25","Tanzania","Iringa","Iringa","Maguliwa","ndiwiri","Malawi & Migoli 'B'","20002343","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"51-99-40-78","Tanzania","Iringa","Iringa","Izazi","izazi","Sokoni","20001446","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"45-83-32-93","Tanzania","Iringa","Iringa","Luhota","tagamenda","Kifufu","20001745","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"33-22-63-71","Tanzania","Iringa","Iringa","Mseke","sadani","Sadani 'A'","20002850","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"95-96-92-75","Tanzania","Iringa","Iringa","Maguliwa","ndiwili","Malawi & Migoli 'B'","20002349","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"19-37-18-76","Tanzania","Iringa","Iringa","Maguliwa","Msuluti","Kihesa Kilolo & Milanzi","20002147","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"74-28-59-17","Tanzania","Iringa","Iringa","Maguliwa","Mlanda","Ukang'a & Mlanda 'B'","20002253","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"48-48-94-57","Tanzania","Iringa","Iringa","Mseke","Ugwachanya","Lukolela","20002952","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"03-43-60-42","Tanzania","Iringa","Iringa","Mseke","sadani","Sadani 'A'","20002849","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"58-75-54-61","Tanzania","Iringa","Iringa","Maguliwa","ndiwili","Malawi & Migoli 'B'","20002351","Yes",,,"",,"No",1,"Representative of the head","Self/HH head","Yes"
"49-89-37-09","Tanzania","Iringa","Iringa","Mseke","ugwachanya","Lukolela","20002955","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"76-49-10-53","Tanzania","Iringa","Iringa","Izazi","Izazi","Sokoni","20001447","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"76-59-40-83","Tanzania","Iringa","Iringa","Izazi","Izazi","Sokoni","20001441","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"32-82-77-77","Tanzania","Iringa","Iringa","Izazi","Izazi","Sokoni","20001450","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"83-91-87-26","Tanzania","Iringa","Iringa","Izazi","izazi","Sokoni","20001453","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"51-80-93-49","Tanzania","Iringa","Iringa","Mseke","sadani","Sadani 'A'","20002853","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"29-06-51-62","Tanzania","Iringa","Iringa","Izazi","Izazi","Sokoni","20001445","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"47-99-10-89","Tanzania","Iringa","Iringa","Izazi","Izazi","Sokoni","20001444","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"81-41-75-01","Tanzania","Iringa","Iringa","Luhota","Kilambo","Igula 'A' & Sekuse","20001650","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"76-68-21-05","Tanzania","Iringa","Iringa","Mseke","ugwachanya","Lukolela","20002945","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"47-73-43-68","Tanzania","Iringa","Iringa","Izazi","izazi","Sokoni","20001452","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"51-60-71-39","Tanzania","Iringa","Iringa","Mseke","Ugwachanya","Lukolela","20002950","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"10-22-07-48","Tanzania","Iringa","Iringa","Izazi","Izazi","Sokoni","20001449","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"36-41-17-07","Tanzania","Iringa","Iringa","Mseke","ugwachanya","Lukolela","20002943","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"52-56-02-56","Tanzania","Iringa","Iringa","Maguliwa","msuruti","Kihesa Kilolo & Milanzi","20002142","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"32-96-32-91","Tanzania","Iringa","Iringa","Maguliwa","Msuruti","Kihesa Kilolo & Milanzi","20002150","Yes",,,"",,"No",1,"Head of the household",,"Yes"
