interview__key,r_purpose_tr__id,road_4__1,road_4__2,road_4__3,road_4__4,road_4__5,road_4__6,road_4__7,road_4__8,road_4__96,road_5
"28-45-95-92","Access medical treatment","No","No","Yes","No","No","No","No","No","No","Once or twice a month"
"28-45-95-92","Visit friends/ relatives","Yes","No","Yes","No","No","No","No","No","No","Once or twice a month"
"52-38-49-21","Go to the market","Yes","No","No","No","No","No","No","No","No","Once or twice a month"
"52-38-49-21","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Less often"
"59-05-06-39","Go to the market","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"59-05-06-39","Go to school","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"59-05-06-39","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"07-23-34-26","Go to the market","No","No","Yes","No","No","No","No","No","No","A few times a year"
"07-23-34-26","Access medical treatment","No","No","Yes","No","No","No","No","No","No","A few times a year"
"74-55-33-17","Go to the market","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"74-55-33-17","Go to school","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"74-55-33-17","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"63-06-38-69","Go to the market","No","No","No","No","No","No","Yes","No","No","Once or twice a month"
"63-06-38-69","Go to school","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"63-06-38-69","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Less often"
"05-74-67-92","Go to the market","No","No","Yes","No","No","No","No","No","No","A few times a year"
"05-74-67-92","Go to school","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"05-74-67-92","Access medical treatment","No","No","Yes","No","No","No","Yes","No","No","Less often"
"98-46-70-51","Access medical treatment","Yes","No","No","No","No","No","Yes","No","No","Varies/don’t know"
"36-97-15-03","Go to the market","Yes","No","Yes","No","No","No","No","No","No","A few times a year"
"36-97-15-03","Go to school","Yes","No","Yes","No","No","No","No","No","No","Almost every week"
"36-97-15-03","Access medical treatment","Yes","No","Yes","No","No","No","No","No","No","A few times a year"
"31-20-72-58","Access medical treatment","Yes","No","Yes","No","No","No","Yes","No","No","Varies/don’t know"
"59-12-76-31","Go to school","Yes","No","No","No","No","No","No","No","No","Almost every week"
"59-12-76-31","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Varies/don’t know"
"07-54-13-18","Go to school","Yes","No","No","No","No","No","No","No","No","Almost every week"
"07-54-13-18","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Varies/don’t know"
"84-52-73-65","Go to the market","No","No","Yes","No","No","No","No","No","No","Once or twice a month"
"84-52-73-65","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Less often"
