interview__key,r_members__id,live_here,absence_res,absence_res_oth,ha03,ha_rel,age,marital,ha07,religio,religio_1,educ1,educ2,school_attnd,school_attnd_oth,educ3,ex_student,year_graduate,study_program,emp_member,Ibr3,lbr13
"88-01-88-32",8,12,,"","Male","Grandchild","4",,"Subiya",,"",,"No","I don't Know","",,"","","",,,
"88-01-88-32",9,12,,"","Female","Grandchild","Less than 1 year",,"Subiya",,"",,"No","Other","Too young",,"","","",,,
"98-88-56-41",1,12,,"","Female","Self/Head","45","Never Married","Subiya","Non-religious","","Form 2","No","Had to help at home","",,"","","","Yes","Yes","No"
"98-88-56-41",2,12,,"","Female","Son/Daughter-In-Law","27",,"Morolong",,"","Form 3","No","I don't Know","",,"","","","No",,
"98-88-56-41",3,12,,"","Male","Niece/Nephew","26",,"Subiya",,"","Form 3","No","I don't Know","",,"","","","Yes","Yes","No"
"98-88-56-41",4,12,,"","Female","Grandchild","6",,"Subiya",,"","Nursey/ Kindergarten/ECD","Yes",,"",,"","","",,,
"98-88-56-41",5,12,,"","Female","Grandchild","3",,"Subiya",,"",,"No","Too expensive","",,"","","",,,
"84-73-38-30",1,12,,"","Female","Self/Head","36","Never Married","Subiya","Catholic","","Form 3","No","Pregnancy","",,"","","","Yes","Yes","No"
"84-73-38-30",2,12,,"","Male","Child/Adopted Child","3",,"Subiya",,"",,"No","Other","Still young and doesn't not have money to pay for preschool",,"","","",,,
"84-73-38-30",3,12,,"","Male","Child/Adopted Child","3",,"Subiya",,"",,"No","Other","Still young and the mother does not have enough money to take them to preschool",,"","","",,,
"93-79-44-00",1,12,,"","Female","Wife/Husband","53",,"kalanga",,"","No formal education","No","Parents did not want","",,"","","","Yes","Yes","No"
"93-79-44-00",2,12,,"","Male","Self/Head","56","Married monogamously","kalanga","African Traditional religion","","Form 2","No","Poor academic progress","",,"","","","Yes","Yes","No"
"93-79-44-00",3,12,,"","Male","Grandchild","3",,"kalanga",,"",,"No","Other","haven't started to schooling",,"","","",,,
"93-79-44-00",4,12,,"","Female","Grandchild","1",,"kalanga",,"",,"No","Other","still young",,"","","",,,
"26-07-22-36",1,12,,"","Male","Self/Head","32","Never Married","SUBIYA","Non-religious","","Form 3","No","Poor academic progress","",,"","","","Yes","Yes","No"
"26-07-22-36",2,12,,"","Female","Wife/Husband","28",,"LOZI",,"","Form 5","No","Poor academic progress","",,"","","","No",,
"26-07-22-36",3,12,,"","Male","Child/Adopted Child","4",,"SUBIYA",,"",,"No","Other","TOO YOUNG TO START GOVERNMENT EARLY CHILDHOOD SCHOOL",,"","","",,,
"26-07-22-36",4,12,,"","Female","Child/Adopted Child","1",,"SUBIYA",,"",,"No","Other","STILL A BABY",,"","","",,,
"26-07-22-36",5,12,,"","Female","Child/Adopted Child","10",,"SUBIYA",,"","Standard 5","Yes",,"",,"","","",,,
"55-76-99-68",1,12,,"","Female","Self/Head","26","Never Married","Subiya","Non-religious","","Form 5","No","Poor academic progress","",,"","","","Yes","Yes","No"
"38-33-66-67",1,12,,"","Male","Self/Head","47","Never Married","Tawana","Does not know","","Form 2","No","Too expensive","",,"","","","No",,
"38-33-66-67",2,12,,"","Male","Child/Adopted Child","27",,"Tawana",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"38-33-66-67",3,12,,"","Female","Other Non-Relative","42",,"Tawana",,"","Form 3","No","Too expensive","",,"","","","Yes","Yes","No"
"16-65-54-37",1,12,,"","Female","Child/Adopted Child","31",,"Lozi",,"","Form 4","No","Sickness or calamity in family","",,"","","","Yes","Yes","No"
"16-65-54-37",2,12,,"","Male","Self/Head","60","Married monogamously","Lozi","Non-religious","","No formal education","No","Had to help with family","",,"","","","No",,
"16-65-54-37",3,12,,"","Male","Wife/Husband","53",,"Lozi",,"","Form 2","No","Poor academic progress","",,"","","","Yes","Yes","No"
"16-65-54-37",4,12,,"","Male","Child/Adopted Child","29",,"Lozi",,"","Form 5","No","Poor academic progress","",,"","","","No",,
"16-65-54-37",5,12,,"","Male","Grandchild","8",,"Kalanga",,"","Standard 2","Yes",,"",,"","","",,,
"20-77-43-56",1,12,,"","Female","Wife/Husband","24",,"TSWANA",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"20-77-43-56",2,12,,"","Male","Self/Head","31","Never Married","SUBIYA","Non-religious","","Form 3","Yes",,"",,"","","","No",,
"20-77-43-56",3,12,,"","Female","Grandfather/Mother","90",,"SUBIYA",,"","No formal education","No","Parents did not want","",,"","","","No",,
"20-77-43-56",4,12,,"","Female","Sister/Brother","27",,"SUBIYA",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"20-77-43-56",5,12,,"","Female","Child/Adopted Child","6",,"TSWANA",,"","No formal education","No","Other","STILL YOUNG TO START SCHOOL",,"","","",,,
"20-77-43-56",6,12,,"","Male","Child/Adopted Child","3",,"SUBIYA",,"",,"No","Other","STILL YOUNG",,"","","",,,
"20-77-43-56",7,12,,"","Male","Niece/Nephew","3",,"SUBIYA",,"",,"No","Other","STILL YOUNG TO START SCHOOL",,"","","",,,
"20-77-43-56",8,12,,"","Female","Niece/Nephew","7",,"SUBIYA",,"","Standard 1","Yes",,"",,"","","",,,
"08-12-15-69",1,12,,"","Female","Self/Head","56","Never Married","subiya","Protestant demoninantions (incl all non-catholic denominations)","","Standard 7","No","Completed desired schooling","",,"","","","No",,
"08-12-15-69",2,12,,"","Male","Other Non-Relative","60",,"subiya",,"","Standard 7","No","Completed desired schooling","",,"","","","Yes","Yes","No"
"43-73-48-25",1,12,,"","Male","Self/Head","39","Never Married","Subiya","Protestant demoninantions (incl all non-catholic denominations)","","Form 5","No","Completed desired schooling","",,"","","","Yes","Yes","No"
"43-73-48-25",2,12,,"","Female","Sister/Brother","23",,"shona",,"","Form 3","No","Too expensive","",,"","","","No",,
"43-73-48-25",3,12,,"","Female","Other Relative","25",,"Tawana",,"","Form 3","No","Too expensive","",,"","","","Yes","Yes","No"
"43-73-48-25",4,12,,"","Male","Other Relative","33",,"subiya",,"","Form 3","No","Completed desired schooling","",,"","","","No",,
"43-73-48-25",5,6,"New arrivals - New born","","Male","Niece/Nephew","Less than 1 year",,"ngwato tswana subgroup",,"",,"No","Other","minor",,"","","",,,
"43-73-48-25",6,12,,"","Male","Niece/Nephew","5",,"tawana",,"","No formal education","No","Other","minor",,"","","",,,
"43-73-48-25",7,12,,"","Male","Child/Adopted Child","14",,"subiya",,"","Standard 6","Yes",,"",,"","","","No",,
"86-00-77-05",1,12,,"","Male","Self/Head","67","Widow/ Widower","Yeyi","Non-religious","","No formal education","No","Had to help with family","",,"","","","No",,
"86-00-77-05",2,12,,"","Male","Child/Adopted Child","24",,"Yeyi",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"86-00-77-05",3,12,,"","Female","Child/Adopted Child","39",,"Yeyi",,"","Form 5","No","Poor academic progress","",,"","","","Yes","Yes","No"
"86-00-77-05",4,12,,"","Female","Child/Adopted Child","21",,"Yeyi",,"","Form 5","No","Poor academic progress","",,"","","","No",,
"86-00-77-05",5,12,,"","Male","Child/Adopted Child","18",,"Yeyi",,"","Form 3","No","Poor academic progress","",,"","","","Yes","Yes","No"
"86-00-77-05",6,12,,"","Male","Child/Adopted Child","15",,"Yeyi",,"","Standard 7","Yes",,"",,"","","","No",,
"86-00-77-05",7,12,,"","Male","Child/Adopted Child","11",,"Yeyi",,"","Standard 5","Yes",,"",,"","","","No",,
"86-00-77-05",8,12,,"","Female","Child/Adopted Child","9",,"Yeyi",,"","Standard 3","Yes",,"",,"","","",,,
"04-04-14-28",1,12,,"","Female","Self/Head","42","Never Married","Subiya","Catholic","","Form 2","No","Too expensive","",,"","","","No",,
"04-04-14-28",2,12,,"","Male","Child/Adopted Child","16",,"Subiya",,"","Form 3","Yes",,"",,"","","","No",,
"04-04-14-28",3,12,,"","Female","Niece/Nephew","13",,"Subiya",,"","Form 1","Yes",,"",,"","","","No",,
"04-04-14-28",4,12,,"","Female","Grandchild","2",,"Subiya",,"",,"No","Other","Still young",,"","","",,,
"04-04-14-28",5,3,"New arrivals - New born","","Female","Grandchild","Less than 1 year",,"Subiya",,"",,"No","Other","new born",,"","","",,,
"04-04-14-28",6,12,,"","Male","Niece/Nephew","13",,"Subiya",,"","Standard 7","Yes",,"",,"","","","No",,
"06-32-06-25",1,12,,"","Female","Self/Head","27","Never Married","Subiya","Protestant demoninantions (incl all non-catholic denominations)","","Form 5","No","Poor academic progress","",,"","","","No",,
"06-32-06-25",2,12,,"","Female","Child/Adopted Child","7",,"Subiya",,"","Standard 1","Yes",,"",,"","","",,,
"91-35-74-95",1,12,,"","Female","Self/Head","53","Never Married","subiya","Protestant demoninantions (incl all non-catholic denominations)","","Form 4","No","Completed desired schooling","",,"","","","No",,
"91-35-74-95",2,12,,"","Male","Child/Adopted Child","21",,"subiya",,"","Form 5","Yes",,"",,"","","","No",,
"91-35-74-95",3,12,,"","Male","Child/Adopted Child","13",,"subiya",,"","Standard 5","Yes",,"",,"","","","No",,
"91-35-74-95",4,12,,"","Female","Child/Adopted Child","13",,"subiya",,"","Nursey/ Kindergarten/ECD","Yes",,"",,"","","","No",,
"91-35-74-95",5,12,,"","Female","Child/Adopted Child","16",,"subiya",,"","Form 2","Yes",,"",,"","","","No",,
"87-84-09-54",1,12,,"","Female","Self/Head","36","Never Married","Kwena","Catholic","","Form 3","No","Poor academic progress","",,"","","","Yes","Yes","No"
"87-84-09-54",2,12,,"","Female","Sister/Brother","34",,"Kwena",,"","Form 3","No","Too expensive","",,"","","","Yes","Yes","No"
"87-84-09-54",3,12,,"","Male","Grandchild","20",,"San",,"","University level",,,"",,"Botswana University of Agriculture and Natural Resources","2023","Bachelor of Science in Agricultural Mechanization","No",,
"87-84-09-54",4,12,,"","Male","Child/Adopted Child","15",,"Mbukushu",,"","Form 3","Yes",,"",,"","","","No",,
"87-84-09-54",5,12,,"","Female","Niece/Nephew","13",,"Mbukushu",,"","Form 1","Yes",,"",,"","","","No",,
"87-84-09-54",6,12,,"","Female","Child/Adopted Child","11",,"Mbukushu",,"","Standard 6","Yes",,"",,"","","","No",,
"87-84-09-54",7,12,,"","Female","Child/Adopted Child","9",,"Subiya",,"","Standard 3","Yes",,"",,"","","",,,
"87-84-09-54",8,12,,"","Female","Child/Adopted Child","7",,"Subiya",,"","Standard 1","Yes",,"",,"","","",,,
"62-23-61-37",2,12,,"","Female","Self/Head","37","Never Married","San","Catholic","","Form 5","No","Not willing to attend further","",,"","","","No",,
"62-23-61-37",3,12,,"","Male","Sister/Brother","35",,"San",,"","Form 3","No","Too expensive","",,"","","","No",,
"62-23-61-37",4,12,,"","Female","Brother/Sister-In-Law","30",,"Subiya",,"","Form 5","No","Poor academic progress","",,"","","","No",,
"62-23-61-37",5,12,,"","Male","Niece/Nephew","8",,"San",,"","Standard 3","Yes",,"",,"","","",,,
"62-23-61-37",6,12,,"","Male","Niece/Nephew","18",,"Kalanga",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"62-23-61-37",7,12,,"","Female","Child/Adopted Child","15",,"Kalanga",,"","Form 3","Yes",,"",,"","","","No",,
"62-23-61-37",8,12,,"","Female","Niece/Nephew","5",,"San",,"","Nursey/ Kindergarten/ECD","Yes",,"",300,"","","",,,
"62-23-61-37",9,12,,"","Male","Child/Adopted Child","18",,"Kalanga",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"51-67-29-73",1,12,,"","Female","Self/Head","82","Married monogamously","Tawana","Protestant demoninantions (incl all non-catholic denominations)","","No formal education","No","Had to help with family","",,"","","","No",,
"51-67-29-73",2,12,,"","Female","Child/Adopted Child","49",,"Subiya",,"","Form 2","No","Had to help at home","",,"","","","No",,
"51-67-29-73",3,12,,"","Female","Grandchild","24",,"Subiya",,"","Form 1","No","Poor academic progress","",,"","","","No",,
"51-67-29-73",4,12,,"","Female","Grandchild","24",,"Subiya",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"93-42-86-13",1,12,,"","Female","Self/Head","78","Never Married","yeyi","Protestant demoninantions (incl all non-catholic denominations)","","No formal education","No","Completed desired schooling","",,"","","","No",,
"93-42-86-13",2,12,,"","Male","Child/Adopted Child","34",,"subiya",,"","Form 5","No","Completed desired schooling","",,"","","","Yes","Yes","No"
"93-42-86-13",3,12,,"","Male","Child/Adopted Child","31",,"subiya",,"","Form 3","No","Completed desired schooling","",,"","","","No",,
"93-42-86-13",4,12,,"","Male","Other Relative","14",,"yeyi",,"","Form 1","Yes",,"",,"","","","No",,
"31-42-54-99",1,12,,"","Female","Self/Head","36","Never Married","Subiya","Protestant demoninantions (incl all non-catholic denominations)","","University level",,,"",,"Molepolole college","2016","BSc Education","Yes","Yes","No"
"31-42-54-99",2,12,,"","Male","Sister/Brother","29",,"subiya",,"","Form 3","No","Too expensive","",,"","","","No",,
"31-42-54-99",3,12,,"","Male","Niece/Nephew","11",,"subiya",,"","Standard 6","Yes",,"",,"","","","No",,
"31-42-54-99",4,12,,"","Female","Child/Adopted Child","6",,"subiya",,"","Nursey/ Kindergarten/ECD","Yes",,"",,"","","",,,
"31-42-54-99",5,12,,"","Female","Child/Adopted Child","3",,"subiya",,"",,"No","Other","minor",,"","","",,,
"40-00-25-74",1,12,,"","Female","Self/Head","48","Widow/ Widower","Subiya","Catholic","","Standard 7","No","Too expensive","",,"","","","Yes","Yes","Yes"
"40-00-25-74",2,3,"New arrivals - Other economic reasons","","Male","Niece/Nephew","8",,"Subiya",,"","No formal education","No","Sickness or calamity in family","",,"","","",,,
"32-73-63-74",1,12,,"","Female","Self/Head","44","Widow/ Widower","subiya","Protestant demoninantions (incl all non-catholic denominations)","","Standard 4","No","Completed desired schooling","",,"","","","Yes","Yes","No"
"32-73-63-74",2,12,,"","Male","Grandchild","17",,"Subiya",,"","Form 3","Yes",,"",,"","","","No",,
"16-86-88-22",1,12,,"","Male","Self/Head","50","Never Married","Tswana","Catholic","","Standard 7","No","Had to help with family","",,"","","","Yes","Yes","No"
"64-46-66-46",1,12,,"","Female","Self/Head","30","Never Married","Subiya","Catholic","","Form 3","No","Poor academic progress","",,"","","","Yes","Yes","No"
"64-46-66-46",2,12,,"","Female","Sister/Brother","28",,"Subiya",,"","Form 5","No","Poor academic progress","",,"","","","No",,
"50-30-92-60",1,12,,"","Female","Self/Head","62","Divorced /Separated","Subiya","Other➡️ Please specify","chrisitianity","Standard 7","No","Parents did not want","",,"","","","No",,
"50-30-92-60",2,12,,"","Male","Child/Adopted Child","38",,"Subiya",,"","University level",,,"",,"Genzermining Training Institute","2007","Diploma in Boiler Making","Yes","Yes","No"
"50-30-92-60",3,12,,"","Female","Child/Adopted Child","22",,"subiya",,"","Form 5","No","Poor academic progress","",,"","","","Yes","Yes","No"
"50-30-92-60",4,12,,"","Male","Grandchild","16",,"subiya",,"","Form 2","Yes",,"",,"","","","No",,
"50-30-92-60",5,12,,"","Male","Grandchild","13",,"subiya",,"","Standard 7","Yes",,"",,"","","","No",,
"50-30-92-60",6,12,,"","Male","Grandchild","10",,"subiya",,"","Standard 5","Yes",,"",,"","","",,,
"50-30-92-60",7,12,,"","Male","Grandchild","2",,"subiya",,"",,"No","Too expensive","",,"","","",,,
"24-09-68-36",1,12,,"","Female","Self/Head","65","Widow/ Widower","yei","African Traditional religion","","No formal education","No","Had to help with family","",,"","","","No",,
"24-09-68-36",2,12,,"","Female","Son/Daughter-In-Law","31",,"birwa",,"","Form 2","No","Poor academic progress","",,"","","","No",,
"24-09-68-36",3,12,,"","Male","Child/Adopted Child","30",,"yei",,"","Form 5","No","Poor academic progress","",,"","","","No",,
"24-09-68-36",4,12,,"","Male","Grandchild","12",,"yei",,"","Standard 7","Yes",,"",,"","","","No",,
"24-09-68-36",5,12,,"","Female","Grandchild","1",,"yei",,"",,"No","Other","still young",,"","","",,,
"42-32-41-18",1,12,,"","Male","Self/Head","85","Widow/ Widower","Subiya","Protestant demoninantions (incl all non-catholic denominations)","","Standard 7","No","Completed desired schooling","",,"","","","Yes","No","Yes"
"29-79-40-11",1,12,,"","Female","Self/Head","90","Never Married","Subiya","Catholic","","No formal education","No","Other","she is too old",,"","","","No",,
"29-79-40-11",2,12,,"","Female","Child/Adopted Child","63",,"Subiya",,"","Form 3","No","Had to help with family","",,"","","","Yes","Yes","Yes"
"29-79-40-11",3,6,"Members that left - Looking for work elsewhere","","Female","Grandchild","26",,"Subiya",,"","University level",,,"",,"Bytesites College","2023","Early Childhood","No",,
"29-79-40-11",4,12,,"","Male","Grandchild","39",,"Subiya",,"","University level",,,"",,"University of Botswana","2008","Social work","No",,
"29-79-40-11",5,12,,"","Male","Grandchild","20",,"Subiya",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"60-57-49-31",1,12,,"","Female","Self/Head","108","Widow/ Widower","Subiya","Protestant demoninantions (incl all non-catholic denominations)","","No formal education","No","Had to help with family","",,"","","","No",,
"60-10-68-48",1,12,,"","Male","Self/Head","45","Married monogamously","Subiya","Protestant demoninantions (incl all non-catholic denominations)","","Form 2","No","Poor academic progress","",,"","","","Yes","No","Yes"
"60-10-68-48",2,12,,"","Female","Wife/Husband","38",,"Subiya",,"","Form 3","No","Poor academic progress","",,"","","","Yes","No","Yes"
"60-10-68-48",3,12,,"","Male","Child/Adopted Child","3",,"Subiya",,"",,"No","Other","too young",,"","","",,,
"35-24-82-24",1,12,,"","Male","Self/Head","57","Never Married","San","Protestant demoninantions (incl all non-catholic denominations)","","Standard 5","No","Too expensive","",,"","","","Yes","Yes","No"
"35-24-82-24",2,12,,"","Female","Other Non-Relative","47",,"Subiya",,"","No formal education","No","Too expensive","",,"","","","No",,
"35-24-82-24",3,12,,"","Female","Child/Adopted Child","14",,"Subiya",,"","Form 2","Yes",,"",,"","","","No",,
"35-24-82-24",4,12,,"","Female","Child/Adopted Child","13",,"Subiya",,"","Form 1","Yes",,"",,"","","","No",,
"35-24-82-24",5,12,,"","Male","Child/Adopted Child","12",,"Subiya",,"","Standard 5","Yes",,"",,"","","","No",,
"35-24-82-24",6,12,,"","Male","Child/Adopted Child","9",,"Subiya",,"","Standard 4","Yes",,"",,"","","",,,
"94-16-94-83",1,12,,"","Female","Self/Head","75","Divorced /Separated","Tawana","Protestant demoninantions (incl all non-catholic denominations)","","No formal education","No","I don't Know","",,"","","","Yes","No","Yes"
"94-16-94-83",2,12,,"","Male","Sister/Brother","53",,"Tawana",,"","No formal education","No","I don't Know","",,"","","","No",,
"93-01-93-75",1,12,,"","Female","Self/Head","43","Never Married","Yeyi","Protestant demoninantions (incl all non-catholic denominations)","","Form 2","No","Not willing to attend further","",,"","","","Yes","Yes","No"
"25-76-97-37",1,12,,"","Female","Self/Head","25","Never Married","TSWANA","Protestant demoninantions (incl all non-catholic denominations)","","Form 3","No","Poor academic progress","",,"","","","No",,
"25-76-97-37",2,12,,"","Male","Child/Adopted Child","4",,"KALAHARI",,"",,"Yes",,"",0,"","","",,,
"25-76-97-37",3,12,,"","Male","Child/Adopted Child","3",,"SAN",,"",,"Yes",,"",0,"","","",,,
"25-76-97-37",4,12,,"","Female","Child/Adopted Child","Less than 1 year",,"SAN",,"",,"No","Other","Still a baby",,"","","",,,
"37-86-89-16",1,12,,"","Male","Self/Head","44","Never Married","Subiya","African Traditional religion","","Standard 7","No","Poor academic progress","",,"","","","Yes","Yes","No"
"37-86-89-16",2,12,,"","Female","Wife/Husband","47",,"subiya",,"","Standard 7","No","Poor academic progress","",,"","","","Yes","Yes","No"
"37-86-89-16",3,12,,"","Male","Brother/Sister-In-Law","50",,"subiya",,"","Form 2","No","Poor academic progress","",,"","","","No",,
"37-86-89-16",4,12,,"","Female","Child/Adopted Child","28",,"subiya",,"","Form 3","No","Poor academic progress","",,"","","","Yes","Yes","No"
"59-63-12-34",1,12,,"","Female","Self/Head","30","Never Married","Kalanga","Non-religious","","University level",,,"",,"Imperial School of Business and Science","2022","Bachelor of Arts in Business Administration","Yes","Yes","No"
"67-12-10-28",1,3,"New arrivals - Other economic reasons","","Male","Self/Head","80","Married monogamously","Tawana-Tswana Subgroup","Protestant demoninantions (incl all non-catholic denominations)","","Standard 6","No","Not willing to attend further","",,"","","","Yes","Yes","Yes"
"67-12-10-28",2,12,,"","Female","Wife/Husband","79",,"Tawana-Tswana Subgroup",,"","No formal education","No","Had to help with family","",,"","","","No",,
"67-12-10-28",3,3,"Members that left - Education","","Male","Grandchild","15",,"Tawana-Tswana Subgroup",,"","Form 2","Yes",,"",,"","","","No",,
"25-90-81-61",1,12,,"","Female","Self/Head","71","Widow/ Widower","Subiya","Catholic","","Standard 7","No","Other","too old",,"","","","Yes","No","Yes"
"25-90-81-61",2,12,,"","Female","Child/Adopted Child","32",,"Subiya",,"","Form 3","No","Too expensive","",,"","","","No",,
"25-90-81-61",3,12,,"","Male","Grandchild","11",,"Subiya",,"","Standard 6","Yes",,"",,"","","","No",,
"27-19-89-21",1,12,,"","Female","Child/Adopted Child","51",,"Subiya",,"","Standard 7","No","Poor academic progress","",,"","","","Yes","Yes","No"
"27-19-89-21",2,12,,"","Female","Self/Head","75","Never Married","subiya","African Traditional religion","","No formal education","No","Had to help at home","",,"","","","No",,
"27-19-89-21",3,12,,"","Female","Grandchild","32",,"subiya",,"","Form 5","No","Poor academic progress","",,"","","","No",,
"27-19-89-21",4,12,,"","Female","Grandchild","19",,"subiya",,"","Form 5","No","Poor academic progress","",,"","","","No",,
"27-19-89-21",5,12,,"","Female","Grandchild","9",,"subiya",,"","Standard 5","Yes",,"",,"","","",,,
"27-19-89-21",6,12,,"","Female","Grandchild","5",,"subiya",,"","Nursey/ Kindergarten/ECD","Yes",,"",0,"","","",,,
"03-62-40-58",1,12,,"","Male","Self/Head","41","Never Married","Subiya","Non-religious","","Other educational training","No","Completed desired schooling","",,"","","","Yes","Yes","No"
"60-29-48-02",1,12,,"","Female","Self/Head","74","Never Married","Subiya","Other➡️ Please specify","christianity","Standard 2","No","Parents did not want","",,"","","","No",,
"60-29-48-02",2,12,,"","Female","Child/Adopted Child","48",,"subiya",,"","Standard 7","No","Poor academic progress","",,"","","","No",,
"60-29-48-02",3,12,,"","Male","Grandchild","20",,"Subiya",,"","Form 5","No","Poor academic progress","",,"","","","No",,
"60-29-48-02",4,12,,"","Male","Child/Adopted Child","16",,"subiya",,"","Form 2","Yes",,"",,"","","","No",,
"60-29-48-02",5,12,,"","Female","Grandchild","2",,"subiya",,"",,"No","Too expensive","",,"","","",,,
"93-40-82-23",1,12,,"","Female","Self/Head","70","Widow/ Widower","Subiya","Protestant demoninantions (incl all non-catholic denominations)","","Standard 7","No","Parents did not want","",,"","","","No",,
"90-39-81-40",1,12,,"","Male","Self/Head","28","Never Married","Nambya","African Traditional religion","","Form 5","No","Poor academic progress","",,"","","","No",,
"90-39-81-40",2,12,,"","Male","Niece/Nephew","19",,"nambya",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"90-39-81-40",3,12,,"","Male","Sister/Brother","19",,"Nambya",,"","Form 3","No","Poor academic progress","",,"","","","Yes","Yes","No"
"26-16-19-49",1,12,,"","Female","Self/Head","79","Married monogamously","subiya","African Traditional religion","","No formal education","No","Had to help with family","",,"","","","No",,
"26-16-19-49",2,12,,"","Female","Grandchild","20",,"subiya",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"26-16-19-49",3,12,,"","Male","Grandchild","29",,"subiya",,"","Form 2","No","Sickness or calamity in family","",,"","","","Yes","Yes","No"
"26-16-19-49",4,12,,"","Female","Son/Daughter-In-Law","35",,"Subiya",,"","Form 3","No","Poor academic progress","",,"","","","Yes","Yes","No"
"26-16-19-49",5,12,,"","Male","Grandchild","10",,"subiya",,"","Standard 5","Yes",,"",,"","","",,,
"26-16-19-49",6,12,,"","Female","Grandchild","7",,"subiya",,"","Standard 2","Yes",,"",,"","","",,,
"26-16-19-49",7,12,,"","Female","Grandchild","10",,"subiya",,"","Standard 4","Yes",,"",,"","","",,,
"29-68-82-61",1,12,,"","Male","Grandchild","13",,"Subiya",,"","Form 1","Yes",,"",,"","","","No",,
"29-68-82-61",2,12,,"","Female","Grandchild","10",,"Subiya",,"","Standard 3","Yes",,"",,"","","",,,
"29-68-82-61",3,12,,"","Male","Grandchild","8",,"Subiya",,"","Standard 1","Yes",,"",,"","","",,,
"29-68-82-61",4,12,,"","Male","Grandchild","1",,"Subiya",,"",,"No","Parents did not want","",,"","","",,,
"29-68-82-61",5,12,,"","Female","Child/Adopted Child","38",,"Subiya",,"","Form 3","No","Poor academic progress","",,"","","","Yes","Yes","Yes"
"29-68-82-61",6,12,,"","Female","Child/Adopted Child","40",,"Subiya",,"","Form 3","No","Poor academic progress","",,"","","","Yes","Yes","No"
"29-03-78-72",1,12,,"","Female","Wife/Husband","37",,"subiya",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"29-03-78-72",2,12,,"","Male","Self/Head","49","Married monogamously","subiya","African Traditional religion","","Other educational training","No","Completed desired schooling","",,"","","","Yes","Yes","No"
"29-03-78-72",3,12,,"","Male","Child/Adopted Child","7",,"subiya",,"","Standard 2","Yes",,"",,"","","",,,
"29-03-78-72",4,12,,"","Female","Child/Adopted Child","3",,"subiya",,"",,"Yes",,"",6000,"","","",,,
"29-03-78-72",5,5,"New arrivals - New born","","Female","Child/Adopted Child","Less than 1 year",,"subiya",,"",,"No","Other","still a baby",,"","","",,,
"54-48-29-54",1,12,,"","Female","Self/Head","76","Widow/ Widower","Subiya","Protestant demoninantions (incl all non-catholic denominations)","","Standard 4","No","Had to help with family","",,"","","","No",,
"29-79-23-67",1,12,,"","Male","Self/Head","63","Married monogamously","Subiya","Protestant demoninantions (incl all non-catholic denominations)","","Standard 7","No","Too far away","",,"","","","No",,
"29-79-23-67",2,12,,"","Female","Wife/Husband","53",,"Subiya",,"","Standard 7","No","Parents did not want","",,"","","","Yes","Yes","No"
"29-79-23-67",3,12,,"","Female","Grandchild","9",,"Subiya",,"","Standard 5","Yes",,"",,"","","",,,
"29-79-23-67",4,12,,"","Female","Grandchild","5",,"Subiya",,"","Nursey/ Kindergarten/ECD","Yes",,"",0,"","","",,,
"36-91-85-86",1,12,,"","Female","Child/Adopted Child","15",,"Kwena",,"","Form 3","Yes",,"",,"","","","No",,
"36-91-85-86",2,12,,"","Male","Child/Adopted Child","23",,"Kwena",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"36-91-85-86",3,12,,"","Female","Child/Adopted Child","6",,"Kwena",,"","Standard 1","Yes",,"",,"","","",,,
"36-91-85-86",4,12,,"","Male","Grandchild","5",,"Subiya",,"","Nursey/ Kindergarten/ECD","Yes",,"",0,"","","",,,
"36-91-85-86",5,12,,"","Female","Wife/Husband","48",,"Yeyi",,"","Form 2","No","Further schooling not available","",,"","","","Yes","Yes","No"
"36-91-85-86",6,12,,"","Male","Self/Head","60","Married monogamously","kwena","Catholic","","Standard 7","No","Completed desired schooling","",,"","","","No",,
"33-77-00-47",1,12,,"","Male","Self/Head","45","Married monogamously","Lozi","Protestant demoninantions (incl all non-catholic denominations)","","Standard 6","No","Too expensive","",,"","","","Yes","Yes","No"
"33-77-00-47",2,12,,"","Female","Wife/Husband","37",,"Nambya",,"","Form 5","No","Poor academic progress","",,"","","","No",,
"33-77-00-47",3,12,,"","Female","Child/Adopted Child","7",,"Lozi",,"","Standard 2","Yes",,"",,"","","",,,
"33-77-00-47",4,12,,"","Female","Child/Adopted Child","3",,"Rotsi",,"",,"No","Other","Minor",,"","","",,,
"71-23-95-90",1,12,,"","Female","Self/Head","59","Never Married","Kgalagadi","Protestant demoninantions (incl all non-catholic denominations)","","Standard 7","No","Poor academic progress","",,"","","","No",,
"71-23-95-90",2,12,,"","Male","Child/Adopted Child","24",,"Kgalagadi",,"","Form 3","No","Poor academic progress","",,"","","","No",,
