interview__key,r_members__id,live_here,absence_res,absence_res_oth,ha03,ha_rel,age,marital,ha07,ha07_other,religio,religio_1,educ1,educ2,school_attnd,school_attnd_oth,educ3,ex_student,year_graduate,study_program,emp_member,Ibr3,lbr13
"84-70-48-38",1,12,,"","Female","Child/Adopted Child",25,"Divorced /Separated","Lozi","","Protestant demoninantions (incl all non-catholic denominations)","","Primary 6","No","Too far away","",,"","","","No",,
"84-70-48-38",2,12,,"","Male","Child/Adopted Child",16,"Never Married","Lozi","","Protestant demoninantions (incl all non-catholic denominations)","","Primary 3","Yes",,"",,"","","","No",,
"84-70-48-38",3,12,,"","Male","Child/Adopted Child",11,"Never Married","Lozi","","Protestant demoninantions (incl all non-catholic denominations)","","Primary 4","Yes",,"",,"","","","No",,
"84-70-48-38",4,12,,"","Male","Child/Adopted Child",8,,,"",,"","No formal education","No","Too expensive","",,"","","",,,
"84-70-48-38",5,12,,"","Female","Child/Adopted Child",13,"Never Married","Lozi","","Protestant demoninantions (incl all non-catholic denominations)","","Primary 5","Yes",,"",,"","","","No",,
"84-70-48-38",7,12,,"","Male","Child/Adopted Child",5,,,"",,"","No formal education","No","Other","still young",,"","","",,,
"84-70-48-38",8,12,,"","Female","Grandchild",5,,,"",,"","No formal education","No","Other","still young",,"","","",,,
"84-70-48-38",9,12,,"","Female","Grandchild",3,,,"",,"",,"No","Other","still young",,"","","",,,
"84-70-48-38",10,12,,"","Male","Grandchild",1,,,"",,"",,"No","Other","still young",,"","","",,,
"84-70-48-38",11,12,,"","Female","Self/Head",38,"Divorced /Separated","Lozi","","Other➡️ Please specify","New Apostolic","No formal education","No","Not willing to attend further","",,"","","","No",,
"46-07-52-30",1,12,,"","Male","Self/Head",44,"Married monogamously","Other, Specify","totela","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 3","No","Poor academic progress","",,"","","","No",,
"46-07-52-30",2,12,,"","Female","Wife/Husband",36,"Married monogamously","Other, Specify","mbukushu","Protestant demoninantions (incl all non-catholic denominations)","","Primary 7","No","Poor academic progress","",,"","","","No",,
"46-07-52-30",3,12,,"","Female","Child/Adopted Child",8,,,"",,"","Primary 2","Yes",,"",,"","","",,,
"46-07-52-30",4,12,,"","Male","Child/Adopted Child",3,,,"",,"",,"No","Too far away","",,"","","",,,
"65-50-88-07",1,12,,"","Female","Self/Head",33,"Never Married","Lozi","","Other➡️ Please specify","Seventh Adventist Church","Secondary school Year 2","No","Other","No support",,"","","","No",,
"65-50-88-07",2,12,,"","Female","Child/Adopted Child",7,,,"",,"","Primary 1","Yes",,"",,"","","",,,
"65-50-88-07",3,12,,"","Male","Child/Adopted Child",5,,,"",,"","No formal education","No","Other","still young",,"","","",,,
"65-50-88-07",4,12,,"","Female","Child/Adopted Child",2,,,"",,"",,"No","Other","still young",,"","","",,,
"05-43-02-62",1,12,,"","Male","Self/Head",45,"Married monogamously","Subia","","Protestant demoninantions (incl all non-catholic denominations)","","Primary 8","No","Too expensive","",,"","","","Yes","Yes","No"
"05-43-02-62",2,12,,"","Female","Wife/Husband",46,"Married monogamously","Subia","","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 2","No","Poor school quality","",,"","","","No",,
"05-43-02-62",3,12,,"","Male","Child/Adopted Child",4,,,"",,"",,"No","Other","Still young to be in school",,"","","",,,
"05-43-02-62",4,12,,"","Female","Child/Adopted Child",7,,,"",,"","Nursey/ Kindergarten/ECD","Yes",,"",,"","","",,,
"05-43-02-62",5,12,,"","Male","Child/Adopted Child",10,,,"",,"","Primary 4","Yes",,"",,"","","",,,
"83-84-84-67",1,12,,"","Male","Self/Head",58,"Married monogamously","Lozi","","Other➡️ Please specify","Seventh Adventist Church","Primary 7","No","Other","No support",,"","","","No",,
"83-84-84-67",2,12,,"","Male","Child/Adopted Child",23,"Never Married","Lozi","","Other➡️ Please specify","Seventh Adventist Church","Secondary school Year 3","No","Other","Failed grade 11",,"","","","No",,
"83-84-84-67",3,12,,"","Female","Child/Adopted Child",19,"Never Married","Lozi","","Other➡️ Please specify","Seventh Adventist Church","Secondary school Year 3","No","Other","Failed grade 11",,"","","","No",,
"83-84-84-67",4,12,,"","Female","Child/Adopted Child",15,"Never Married","Lozi","","Other➡️ Please specify","Seventh Adventist Church","Secondary school Year 1","Yes",,"",,"","","","No",,
"83-84-84-67",5,12,,"","Female","Wife/Husband",53,"Married monogamously","Lozi","","Other➡️ Please specify","Seventh Adventist Church","Primary 6","No","Too expensive","",,"","","","No",,
"16-35-19-29",1,12,,"","Male","Self/Head",47,"Widow/ Widower","Lozi","","Catholic","","Secondary school Year 3","No","Too far away","",,"","","","No",,
"16-35-19-29",2,12,,"","Male","Grandchild",18,"Never Married","Lozi","","Protestant demoninantions (incl all non-catholic denominations)","","Primary 5","No","Other","has health problems",,"","","","No",,
"83-90-14-37",1,12,,"","Male","Self/Head",46,"Married monogamously","Lozi","","Non-religious","","Secondary school Year 4","No","Not willing to attend further","",,"","","","No",,
"83-90-14-37",2,12,,"","Female","Wife/Husband",43,"Married monogamously","Other, Specify","Mbukushu","Other➡️ Please specify","New Apostolic","Primary 4","No","Not willing to attend further","",,"","","","No",,
"83-90-14-37",3,12,,"","Male","Grandchild",24,"Never Married","Other, Specify","Mbukushu","Other➡️ Please specify","New Apostolic.","Secondary school Year 4","No","Too expensive","",,"","","","No",,
"83-90-14-37",4,12,,"","Female","Child/Adopted Child",20,"Never Married","Other, Specify","Hambukushu","Other➡️ Please specify","New Apostolic","Secondary school Year 3","No","Not willing to attend further","",,"","","","No",,
"83-90-14-37",5,12,,"","Male","Child/Adopted Child",9,,,"",,"","Primary 5","Yes",,"",,"","","",,,
"83-90-14-37",6,12,,"","Female","Child/Adopted Child",4,,,"",,"",,"No","Other","Still under age",,"","","",,,
"83-90-14-37",7,12,,"","Female","Child/Adopted Child",1,,,"",,"",,"No","Other","Still under age",,"","","",,,
"56-16-94-47",1,12,,"","Female","Self/Head",64,"Widow/ Widower","Other, Specify","Totela","Other➡️ Please specify","New Apostolic","Primary 5","No","Not willing to attend further","",,"","","","No",,
"56-16-94-47",2,12,,"","Male","Grandchild",20,"Never Married","Other, Specify","Totela","Other➡️ Please specify","SDA","Secondary school Year 3","No","Not willing to attend further","",,"","","","No",,
"56-16-94-47",3,12,,"","Female","Grandchild",18,"Never Married","Other, Specify","Totela","Other➡️ Please specify","SDA","Secondary school Year 3","Yes",,"",,"","","","No",,
"56-16-94-47",4,12,,"","Female","Grandchild",14,"Never Married","Other, Specify","Totela","Other➡️ Please specify","SDA","Primary 8","Yes",,"",,"","","","No",,
"16-24-71-47",1,12,,"","Female","Self/Head",74,"Widow/ Widower","Other, Specify","matotela","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 1","No","Not willing to attend further","",,"","","","No",,
"16-24-71-47",2,12,,"","Female","Grandchild",20,"Never Married","Mafwe","","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 4","Yes",,"",,"","","","No",,
"16-24-71-47",3,12,,"","Female","Grandchild",18,"Never Married","Mafwe","","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 3","Yes",,"",,"","","","No",,
"16-24-71-47",4,12,,"","Male","Grandchild",33,"Never Married","Mafwe","","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 3","No","Too expensive","",,"","","","No",,
"16-24-71-47",5,12,,"","Male","Grandchild",16,"Never Married","Other, Specify","matotela","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 2","Yes",,"",,"","","","No",,
"16-24-71-47",6,12,,"","Male","Grandchild",6,,,"",,"","Nursey/ Kindergarten/ECD","Yes",,"",,"","","",,,
"16-24-71-47",7,12,,"","Female","Grandchild",23,"Never Married","Mafwe","","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 4","No","Too expensive","",,"","","","No",,
"16-24-71-47",8,12,,"","Female","Child/Adopted Child",34,"Never Married","Other, Specify","matotela","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 4","No","Too expensive","",,"","","","No",,
"22-33-09-47",1,12,,"","Male","Self/Head",40,"Never Married","Lozi","","Other➡️ Please specify","Seventh Adventist Church","Secondary school Year 2","No","Not willing to attend further","",,"","","","Yes","Yes","No"
"22-33-09-47",2,12,,"","Female","Sister/Brother",43,"Never Married","Lozi","","Other➡️ Please specify","Seventh Adventist Church","Primary 6","No","Not willing to attend further","",,"","","","No",,
"22-33-09-47",3,12,,"","Male","Sister/Brother",42,"Never Married","Lozi","","Other➡️ Please specify","Seventh Adventist Church","Primary 8","No","Poor academic progress","",,"","","","No",,
"22-33-09-47",4,12,,"","Male","Sister/Brother",35,"Never Married","Lozi","","Other➡️ Please specify","Seventh Adventist Church","Secondary school Year 2","No","Poor academic progress","",,"","","","No",,
"22-33-09-47",5,12,,"","Female","Mother/Father",65,"Widow/ Widower","Lozi","","Other➡️ Please specify","Seventh Adventist Church","Primary 4","No","Parents did not want","",,"","","","No",,
"22-33-09-47",6,12,,"","Male","Niece/Nephew",8,,,"",,"","Primary 2","Yes",,"",,"","","",,,
"22-33-09-47",7,12,,"","Female","Niece/Nephew",16,"Never Married","Lozi","","Other➡️ Please specify","Seventh Adventist Church","Primary 8","Yes",,"",,"","","","No",,
"89-17-95-50",1,12,,"","Female","Self/Head",53,"Never Married","Mafwe","","Protestant demoninantions (incl all non-catholic denominations)","","Primary 5","No","Too expensive","",,"","","","No",,
"89-17-95-50",2,12,,"","Female","Child/Adopted Child",18,"Never Married","Mafwe","","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 3","Yes",,"",,"","","","No",,
"89-17-95-50",3,12,,"","Male","Child/Adopted Child",18,"Never Married","Mafwe","","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 1","Yes",,"",,"","","","No",,
"89-17-95-50",4,12,,"","Male","Child/Adopted Child",2,,,"",,"",,"No","Other","Still Young",,"","","",,,
"89-17-95-50",5,12,,"","Female","Child/Adopted Child",3,,,"",,"",,"No","Other","Still Young",,"","","",,,
"71-12-87-82",1,12,,"","Female","Self/Head",56,"Widow/ Widower","Subia","","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 3","No","Too expensive","",,"","","","Yes","Yes","Yes"
"71-12-87-82",2,12,,"","Female","Child/Adopted Child",33,"Never Married","Subia","","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 4","No","Poor academic progress","",,"","","","No",,
"71-12-87-82",3,12,,"","Male","Grandchild",10,,,"",,"","Primary 3","Yes",,"",,"","","",,,
"71-12-87-82",4,12,,"","Female","Child/Adopted Child",4,,,"",,"",,"No","Other","still young",,"","","",,,
"71-12-87-82",5,12,,"","Female","Grandchild",1,,,"",,"",,"No","Other","still young",,"","","",,,
"93-78-86-25",1,12,,"","Female","Self/Head",76,"Widow/ Widower","Subia","","Catholic","","Primary 6","No","Further schooling not available","",,"","","","No",,
"93-78-86-25",2,12,,"","Male","Child/Adopted Child",45,"Never Married","Subia","","Other➡️ Please specify","seventh day Adventist church","Secondary school Year 2","No","Poor academic progress","",,"","","","No",,
"93-78-86-25",3,12,,"","Male","Grandchild",19,"Never Married","Subia","","Catholic","","Secondary school Year 3","No","Poor academic progress","",,"","","","No",,
"93-78-86-25",4,12,,"","Male","Grandchild",11,"Never Married","Subia","","Catholic","","Primary 4","Yes",,"",,"","","","No",,
"34-03-26-96",1,12,,"","Male","Self/Head",63,"Married monogamously","Lozi","","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 2","No","Too expensive","",,"","","","Yes","No","Yes"
"34-03-26-96",2,12,,"","Female","Wife/Husband",59,"Married monogamously","Lozi","","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 1","No","Pregnancy","",,"","","","Yes","No","Yes"
"34-03-26-96",3,12,,"","Female","Child/Adopted Child",25,"Never Married","Lozi","","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 4","No","Not willing to attend further","",,"","","","No",,
"34-03-26-96",4,12,,"","Male","Child/Adopted Child",22,"Never Married","Lozi","","Protestant demoninantions (incl all non-catholic denominations)","","Primary 7","No","Not willing to attend further","",,"","","","No",,
"83-62-75-30",1,12,,"","Female","Wife/Husband",49,"Married monogamously","Subia","","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 4","No","Completed desired schooling","",,"","","","Yes","Yes","No"
"83-62-75-30",2,12,,"","Male","Child/Adopted Child",11,"Never Married","Subia","","Protestant demoninantions (incl all non-catholic denominations)","","Primary 5","Yes",,"",,"","","","No",,
"83-62-75-30",3,12,,"","Male","Self/Head",50,"Married monogamously","Lozi","","Non-religious","","Primary 8","No","Had to help with family","",,"","","","No",,
"39-30-68-16",1,12,,"","Female","Self/Head",33,"Never Married","Subia","","Catholic","","Secondary school Year 1","No","Too expensive","",,"","","","No",,
"39-30-68-16",2,12,,"","Male","Child/Adopted Child",16,"Never Married","Subia","","Catholic","","Primary 7","Yes",,"",,"","","","No",,
"25-67-10-82",1,12,,"","Male","Self/Head",64,"Married monogamously","Lozi","","Protestant demoninantions (incl all non-catholic denominations)","","Primary 1","No","Too expensive","",,"","","","No",,
"25-67-10-82",2,12,,"","Female","Wife/Husband",59,"Married monogamously","Lozi","","Protestant demoninantions (incl all non-catholic denominations)","","Primary 4","No","Too expensive","",,"","","","No",,
"25-67-10-82",3,12,,"","Male","Child/Adopted Child",34,"Never Married","Lozi","","Protestant demoninantions (incl all non-catholic denominations)","","Primary 3","No","Too far away","",,"","","","No",,
"25-67-10-82",4,12,,"","Male","Child/Adopted Child",31,"Never Married","Lozi","","Protestant demoninantions (incl all non-catholic denominations)","","Primary 3","No","Too far away","",,"","","","No",,
"25-67-10-82",5,12,,"","Male","Child/Adopted Child",21,"Never Married","Lozi","","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 1","No","Too far away","",,"","","","No",,
"25-67-10-82",6,12,,"","Female","Child/Adopted Child",17,"Never Married","Lozi","","Protestant demoninantions (incl all non-catholic denominations)","","Primary 6","No","Too far away","",,"","","","No",,
"25-67-10-82",7,12,,"","Male","Grandchild",6,,,"",,"","Primary 1","Yes",,"",,"","","",,,
"25-67-10-82",8,12,,"","Female","Grandchild",17,"Never Married","Lozi","","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 1","Yes",,"",,"","","","No",,
